sepal_length,sepal_width,petal_length,petal_width,species
2.8970703199680683,6.005336271091037,3.5866598868622077,7.781907616591333,versicolor
6.4,3.2,4.5,1.5,versicolor
6.9,3.1,4.9,1.5,versicolor
3.793632286341879,2.364984964844201,4.841863475578721,5.148238143234697,versicolor
6.244372730783604,6.745085132898893,2.8643218445653504,3.3061746399045857,versicolor
5.7,2.8,4.5,1.3,versicolor
6.3,3.3,4.7,1.6,versicolor
4.9,2.4,3.3,1.0,versicolor
6.6,2.9,4.6,1.3,versicolor
5.2,2.7,3.9,1.4,versicolor
5.0,2.0,3.5,1.0,versicolor
5.9,3.0,4.2,1.5,versicolor
6.0,2.2,4.0,1.0,versicolor
6.1,2.9,4.7,1.4,versicolor
5.6,2.9,3.6,1.3,versicolor
9.478764646232197,5.262967953612227,7.518774448164496,8.376515492768128,versicolor
1.8547665647800493,6.688259603170083,8.486011144482728,6.188327444639601,versicolor
5.8,2.7,4.1,1.0,versicolor
2.851819117523402,2.4577088762956425,4.6118429172492945,2.23232805431035,versicolor
5.6,2.5,3.9,1.1,versicolor
4.558840422640903,0.8484247069673667,7.609748725908388,4.809762269848655,versicolor
6.1,2.8,4.0,1.3,versicolor
6.709690332671874,5.244090669633818,2.874431278456208,2.7336682934561853,versicolor
3.2140419468496306,8.822491059955178,4.626127453331758,6.075675160337971,versicolor
6.4,2.9,4.3,1.3,versicolor
8.20637691711623,8.677313328847598,1.0123500048021306,8.515914580308548,versicolor
6.801964098000291,0.6163397961948758,8.75972949770362,9.792661996615381,versicolor
6.7,3.0,5.0,1.7,versicolor
1.3854103415368102,7.1881314342007006,0.826799033288087,1.9934188150853749,versicolor
6.186480582483263,0.8120582561071921,0.285758799257847,3.2812402252866946,versicolor
3.535542546507985,5.909627253722456,1.570683010101842,6.799496302831373,versicolor
3.028945045344563,5.313692172549757,0.8820042520281524,2.751143901349197,versicolor
1.9843964546195925,3.4105932418876392,2.319012894895418,8.953012217716939,versicolor
6.0,2.7,5.1,1.6,versicolor
5.4,3.0,4.5,1.5,versicolor
6.0,3.4,4.5,1.6,versicolor
6.7,3.1,4.7,1.5,versicolor
6.3,2.3,4.4,1.3,versicolor
6.399315529640578,4.947468418464798,6.876802680433936,0.08658378630392649,versicolor
5.760335663155677,2.7025547592334576,2.9506946510143583,4.8644855159927625,versicolor
2.9774666954445284,3.940674655516627,1.965602261972904,9.768776356778751,versicolor
6.1,3.0,4.6,1.4,versicolor
8.175198514711013,8.330361206688536,3.653331640235702,6.2234374132372,versicolor
5.0,2.3,3.3,1.0,versicolor
5.6,2.7,4.2,1.3,versicolor
5.7,3.0,4.2,1.2,versicolor
8.207874476233254,6.593522010501593,1.7384384261946695,7.7205183540396325,versicolor
3.847286568045649,9.590223130346162,5.003595543466029,3.520272235081836,versicolor
6.350709964424565,3.4913289090817976,9.65903996288477,7.152017827504001,versicolor
5.7,2.8,4.1,1.3,versicolor
6.3,3.3,6.0,2.5,virginica
5.8,2.7,5.1,1.9,virginica
7.000232242357577,1.8272459637775984,6.903638584480728,8.728853810635787,virginica
6.3,2.9,5.6,1.8,virginica
6.5,3.0,5.8,2.2,virginica
7.6,3.0,6.6,2.1,virginica
5.211017830131127,1.8255824576885793,8.463382124307245,2.3019635942675643,virginica
1.2336637038514497,9.923814579511367,9.062262647149511,9.534035357418674,virginica
6.489535263682036,7.410623049470733,4.138925776936308,1.465284944845362,virginica
2.107912891043356,7.359676283505751,0.1866594490145046,2.2412822404186503,virginica
0.5452375629196926,3.5921945217823104,7.624756588650628,6.9658034972040355,virginica
2.8502750859852277,1.358707978850494,5.2920798390139225,2.4334768385976577,virginica
6.8,3.0,5.5,2.1,virginica
5.7,2.5,5.0,2.0,virginica
5.8,2.8,5.1,2.4,virginica
6.4,3.2,5.3,2.3,virginica
6.5,3.0,5.5,1.8,virginica
7.7,3.8,6.7,2.2,virginica
7.704632988544987,2.124922251359692,7.170136823996844,9.612090294333294,virginica
6.0,2.2,5.0,1.5,virginica
6.9,3.2,5.7,2.3,virginica
0.09559066848541686,2.23288340841811,7.808410391158754,6.020286978415062,virginica
6.78392830120647,8.150672557963073,8.430368221305827,5.407084080133259,virginica
6.3,2.7,4.9,1.8,virginica
6.7,3.3,5.7,2.1,virginica
7.2,3.2,6.0,1.8,virginica
6.2,2.8,4.8,1.8,virginica
6.1,3.0,4.9,1.8,virginica
4.664813121963968,0.5400257562986255,5.390260704024792,7.690003213508221,virginica
6.213184634082291,8.978384517171584,7.994880661089686,4.569722496664039,virginica
6.96069489483663,8.339842375163602,1.138426859466386,7.472077648279752,virginica
7.9,3.8,6.4,2.0,virginica
6.4,2.8,5.6,2.2,virginica
6.3,2.8,5.1,1.5,virginica
6.1,2.6,5.6,1.4,virginica
5.138721165315344,3.747659672587067,2.0280739841896924,4.063880118747376,virginica
6.3,3.4,5.6,2.4,virginica
8.82192254454829,9.980557400671943,0.8717483117425495,7.068139289544985,virginica
6.0,3.0,4.8,1.8,virginica
6.9,3.1,5.4,2.1,virginica
9.801734005771149,2.9618155439262503,7.92663687308229,4.53711494740158,virginica
6.9,3.1,5.1,2.3,virginica
5.8,2.7,5.1,1.9,virginica
3.5315835679870125,5.6146773470656655,8.08604580918583,0.3435206141210789,virginica
7.637585130105883,6.477616509810512,7.403213394664608,9.305052450366873,virginica
6.573822408592921,6.111061708878668,4.684797546884828,1.2985314151780847,virginica
1.5171416116704184,5.35924111671693,8.372031948085024,2.5281524370965536,virginica
1.7789663640304354,5.417350222175463,1.1684180873698258,1.567738207854612,virginica
2.419905226560264,7.893439805088196,4.17868302367652,1.832311650437739,virginica
5.9,3.0,5.1,1.8,virginica
